warning_id,project_id,canonical_project_id,warning_type,severity,trigger_value,trigger_description,recommended_action
618490-PROGRESS_STAGNATION,618490,618490,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618491-DATA_QUALITY_REVIEW,618491,618491,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
618492-PROGRESS_STAGNATION,618492,618492,PROGRESS_STAGNATION,HIGH,0.1833333333333335,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618492-EXPENDITURE_PROGRESS_DIVERGENCE,618492,618492,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,23.139370933459876,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
618496-PROGRESS_STAGNATION,618496,618496,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618501-PROGRESS_STAGNATION,618501,618501,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618503-PROGRESS_STAGNATION,618503,618503,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618504-PROGRESS_STAGNATION,618504,618504,PROGRESS_STAGNATION,HIGH,0.0533333333333322,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618507-EXPENDITURE_PROGRESS_DIVERGENCE,618507,618507,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,23.35305814788225,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
618509-PROGRESS_STAGNATION,618509,618509,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618516-EXPENDITURE_PROGRESS_DIVERGENCE,618516,618516,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,25.678010235644805,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
618517-PROGRESS_STAGNATION,618517,618517,PROGRESS_STAGNATION,HIGH,0.099999999999999,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618518-PROGRESS_STAGNATION,618518,618518,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618520-PROGRESS_STAGNATION,618520,618520,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618521-PROGRESS_STAGNATION,618521,618521,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618523-PROGRESS_STAGNATION,618523,618523,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618523-COST_ESCALATION,618523,618523,COST_ESCALATION,HIGH,65.13194501994862,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618526-PROGRESS_STAGNATION,618526,618526,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618533-PROGRESS_STAGNATION,618533,618533,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618533-ANOMALOUS_TRAJECTORY,618533,618533,ANOMALOUS_TRAJECTORY,MEDIUM,0.0016507133372653526,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
618542-EXPENDITURE_PROGRESS_DIVERGENCE,618542,618542,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,31.988019517379644,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
618544-PROGRESS_STAGNATION,618544,618544,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618545-PROGRESS_STAGNATION,618545,618545,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618545-EXPENDITURE_PROGRESS_DIVERGENCE,618545,618545,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,26.012393200827415,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
618546-DATA_QUALITY_REVIEW,618546,618546,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
618548-DATA_QUALITY_REVIEW,618548,618548,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
618549-PROGRESS_STAGNATION,618549,618549,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618549-COST_ESCALATION,618549,618549,COST_ESCALATION,HIGH,201.5001030290542,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618549-ANOMALOUS_TRAJECTORY,618549,618549,ANOMALOUS_TRAJECTORY,MEDIUM,0.014404564086349547,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
618550-PROGRESS_STAGNATION,618550,618550,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618555-DATA_QUALITY_REVIEW,618555,618555,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
618558-PROGRESS_STAGNATION,618558,618558,PROGRESS_STAGNATION,HIGH,0.1799999999999997,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618559-PROGRESS_STAGNATION,618559,618559,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618560-PROGRESS_STAGNATION,618560,618560,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618562-PROGRESS_STAGNATION,618562,618562,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618569-PROGRESS_STAGNATION,618569,618569,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618575-DATA_QUALITY_REVIEW,618575,618575,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
618576-PROGRESS_STAGNATION,618576,618576,PROGRESS_STAGNATION,HIGH,0.0133333333333354,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618577-PROGRESS_STAGNATION,618577,618577,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618579-PROGRESS_STAGNATION,618579,618579,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618580-PROGRESS_STAGNATION,618580,618580,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618580-COST_ESCALATION,618580,618580,COST_ESCALATION,HIGH,53.48738738032323,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618581-PROGRESS_STAGNATION,618581,618581,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618582-PROGRESS_STAGNATION,618582,618582,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618583-PROGRESS_STAGNATION,618583,618583,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618588-PROGRESS_STAGNATION,618588,618588,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618595-PROGRESS_STAGNATION,618595,618595,PROGRESS_STAGNATION,HIGH,0.2133333333333288,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618597-PROGRESS_STAGNATION,618597,618597,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618598-PROGRESS_STAGNATION,618598,618598,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618599-PROGRESS_STAGNATION,618599,618599,PROGRESS_STAGNATION,HIGH,0.0833333333333333,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618601-ANOMALOUS_TRAJECTORY,618601,618601,ANOMALOUS_TRAJECTORY,MEDIUM,0.02852207690414199,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
618602-ANOMALOUS_TRAJECTORY,618602,618602,ANOMALOUS_TRAJECTORY,MEDIUM,0.031072449042008565,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
618606-PROGRESS_STAGNATION,618606,618606,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618607-PROGRESS_STAGNATION,618607,618607,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618610-PROGRESS_STAGNATION,618610,618610,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618610-COST_ESCALATION,618610,618610,COST_ESCALATION,HIGH,67.10716367230066,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618611-PROGRESS_STAGNATION,618611,618611,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618612-PROGRESS_STAGNATION,618612,618612,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618613-PROGRESS_STAGNATION,618613,618613,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618614-PROGRESS_STAGNATION,618614,618614,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618615-PROGRESS_STAGNATION,618615,618615,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618619-PROGRESS_STAGNATION,618619,618619,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618624-PROGRESS_STAGNATION,618624,618624,PROGRESS_STAGNATION,HIGH,0.0066666666666653,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618629-PROGRESS_STAGNATION,618629,618629,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618631-PROGRESS_STAGNATION,618631,618631,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618634-PROGRESS_STAGNATION,618634,618634,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618639-PROGRESS_STAGNATION,618639,618639,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618644-PROGRESS_STAGNATION,618644,618644,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618645-PROGRESS_STAGNATION,618645,618645,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618647-PROGRESS_STAGNATION,618647,618647,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618652-PROGRESS_STAGNATION,618652,618652,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618653-PROGRESS_STAGNATION,618653,618653,PROGRESS_STAGNATION,HIGH,0.0066666666666653,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618653-COST_ESCALATION,618653,618653,COST_ESCALATION,HIGH,180.44948547019607,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618653-ANOMALOUS_TRAJECTORY,618653,618653,ANOMALOUS_TRAJECTORY,MEDIUM,0.04476461265396303,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
618654-PROGRESS_STAGNATION,618654,618654,PROGRESS_STAGNATION,HIGH,0.0566666666666672,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618678-PROGRESS_STAGNATION,618678,618678,PROGRESS_STAGNATION,HIGH,0.2133333333333335,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618682-PROGRESS_STAGNATION,618682,618682,PROGRESS_STAGNATION,HIGH,0.0799999999999983,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618689-DATA_QUALITY_REVIEW,618689,618689,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
618692-PROGRESS_STAGNATION,618692,618692,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618693-PROGRESS_STAGNATION,618693,618693,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618696-DATA_QUALITY_REVIEW,618696,618696,DATA_QUALITY_REVIEW,LOW,24.3,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
618698-PROGRESS_STAGNATION,618698,618698,PROGRESS_STAGNATION,HIGH,0.1666666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618699-PROGRESS_STAGNATION,618699,618699,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618700-PROGRESS_STAGNATION,618700,618700,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618701-PROGRESS_STAGNATION,618701,618701,PROGRESS_STAGNATION,HIGH,0.0466666666666668,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618702-PROGRESS_STAGNATION,618702,618702,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618704-PROGRESS_STAGNATION,618704,618704,PROGRESS_STAGNATION,HIGH,0.0066666666666653,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618706-PROGRESS_STAGNATION,618706,618706,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618706-ANOMALOUS_TRAJECTORY,618706,618706,ANOMALOUS_TRAJECTORY,MEDIUM,0.05027247138285684,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
618710-PROGRESS_STAGNATION,618710,618710,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618711-PROGRESS_STAGNATION,618711,618711,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618735-PROGRESS_STAGNATION,618735,618735,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618737-PROGRESS_STAGNATION,618737,618737,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618737-EXPENDITURE_PROGRESS_DIVERGENCE,618737,618737,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,89.24731182795699,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
618737-ANOMALOUS_TRAJECTORY,618737,618737,ANOMALOUS_TRAJECTORY,MEDIUM,0.08648202651897796,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
618743-PROGRESS_STAGNATION,618743,618743,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618744-PROGRESS_STAGNATION,618744,618744,PROGRESS_STAGNATION,HIGH,0.180000000000002,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618746-COST_ESCALATION,618746,618746,COST_ESCALATION,HIGH,67.70091301294272,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618747-PROGRESS_STAGNATION,618747,618747,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618747-COST_ESCALATION,618747,618747,COST_ESCALATION,HIGH,47.92887281494876,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618748-PROGRESS_STAGNATION,618748,618748,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618751-PROGRESS_STAGNATION,618751,618751,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618757-PROGRESS_STAGNATION,618757,618757,PROGRESS_STAGNATION,HIGH,0.0100000000000003,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618759-PROGRESS_STAGNATION,618759,618759,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618760-PROGRESS_STAGNATION,618760,618760,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618762-PROGRESS_STAGNATION,618762,618762,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618764-PROGRESS_STAGNATION,618764,618764,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618765-PROGRESS_STAGNATION,618765,618765,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618770-PROGRESS_STAGNATION,618770,618770,PROGRESS_STAGNATION,HIGH,0.0766666666666679,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618771-PROGRESS_STAGNATION,618771,618771,PROGRESS_STAGNATION,HIGH,0.0633333333333325,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618773-PROGRESS_STAGNATION,618773,618773,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618774-PROGRESS_STAGNATION,618774,618774,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618777-PROGRESS_STAGNATION,618777,618777,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618778-PROGRESS_STAGNATION,618778,618778,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618779-PROGRESS_STAGNATION,618779,618779,PROGRESS_STAGNATION,HIGH,0.1666666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618784-PROGRESS_STAGNATION,618784,618784,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618787-PROGRESS_STAGNATION,618787,618787,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618788-PROGRESS_STAGNATION,618788,618788,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618789-DATA_QUALITY_REVIEW,618789,618789,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
618792-PROGRESS_STAGNATION,618792,618792,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618794-PROGRESS_STAGNATION,618794,618794,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618796-PROGRESS_STAGNATION,618796,618796,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618800-PROGRESS_STAGNATION,618800,618800,PROGRESS_STAGNATION,HIGH,0.1966666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618806-PROGRESS_STAGNATION,618806,618806,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618814-PROGRESS_STAGNATION,618814,618814,PROGRESS_STAGNATION,HIGH,0.1666666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618819-PROGRESS_STAGNATION,618819,618819,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618825-PROGRESS_STAGNATION,618825,618825,PROGRESS_STAGNATION,HIGH,0.1799999999999973,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618828-PROGRESS_STAGNATION,618828,618828,PROGRESS_STAGNATION,HIGH,0.0066666666666653,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618829-PROGRESS_STAGNATION,618829,618829,PROGRESS_STAGNATION,HIGH,0.1500000000000009,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618830-PROGRESS_STAGNATION,618830,618830,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618833-PROGRESS_STAGNATION,618833,618833,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618834-PROGRESS_STAGNATION,618834,618834,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618835-PROGRESS_STAGNATION,618835,618835,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618839-PROGRESS_STAGNATION,618839,618839,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618840-PROGRESS_STAGNATION,618840,618840,PROGRESS_STAGNATION,HIGH,0.0200000000000007,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618844-PROGRESS_STAGNATION,618844,618844,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618845-PROGRESS_STAGNATION,618845,618845,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618846-PROGRESS_STAGNATION,618846,618846,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618849-PROGRESS_STAGNATION,618849,618849,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618850-PROGRESS_STAGNATION,618850,618850,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618851-PROGRESS_STAGNATION,618851,618851,PROGRESS_STAGNATION,HIGH,0.0100000000000003,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618852-PROGRESS_STAGNATION,618852,618852,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618854-PROGRESS_STAGNATION,618854,618854,PROGRESS_STAGNATION,HIGH,0.0666666666666676,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618855-PROGRESS_STAGNATION,618855,618855,PROGRESS_STAGNATION,HIGH,0.0666666666666676,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618859-PROGRESS_STAGNATION,618859,618859,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618861-PROGRESS_STAGNATION,618861,618861,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618861-COST_ESCALATION,618861,618861,COST_ESCALATION,HIGH,55.71563875424814,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618862-PROGRESS_STAGNATION,618862,618862,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618863-PROGRESS_STAGNATION,618863,618863,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
618866-ANOMALOUS_TRAJECTORY,618866,618866,ANOMALOUS_TRAJECTORY,MEDIUM,0.00879621053495383,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
618869-COST_ESCALATION,618869,618869,COST_ESCALATION,HIGH,66.62715459617475,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618869-ANOMALOUS_TRAJECTORY,618869,618869,ANOMALOUS_TRAJECTORY,MEDIUM,0.00013811151535708666,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
618870-COST_ESCALATION,618870,618870,COST_ESCALATION,HIGH,95.40639641474844,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
618870-ANOMALOUS_TRAJECTORY,618870,618870,ANOMALOUS_TRAJECTORY,MEDIUM,0.004371844090713006,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
